NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON_PAR_AMOUNT,LIMITING_CHARGE
#,31573,,157.62,149.74,172.20
,31574,,974.15,925.44,1064.26
#,31574,,157.96,150.06,172.57
,31575,,134.57,127.84,147.02
#,31575,,71.71,68.12,78.34
,31576,,279.45,265.48,305.30
#,31576,,125.49,119.22,137.10
,31577,,289.10,274.65,315.85
#,31577,,142.53,135.40,155.71
,31578,,319.31,303.34,348.84
#,31578,,157.96,150.06,172.57
,31579,,206.94,196.59,226.08
#,31579,,125.93,119.63,137.57
,31580,,1353.70,1286.02,1478.92
,31584,,1493.12,1418.46,1631.23
,31587,,1276.05,1212.25,1394.09
,31590,,967.32,918.95,1056.79
,31591,,1163.97,1105.77,1271.64
,31592,,1839.86,1747.87,2010.05
,31600,,330.42,313.90,360.99
,31601,,477.58,453.70,521.76
,31603,,346.59,329.26,378.65
,31605,,362.28,344.17,395.80
,31610,,1015.34,964.57,1109.26
,31611,,564.96,536.71,617.22
,31612,,98.95,94.00,108.10
#,31612,,52.90,50.26,57.80
,31613,,449.59,427.11,491.18
,31614,,755.73,717.94,825.63
,31615,,180.37,171.35,197.05
#,31615,,121.21,115.15,132.42
,31622,,255.77,242.98,279.43
#,31622,,136.77,129.93,149.42
,31623,,280.75,266.71,306.72
#,31623,,134.85,128.11,147.33
,31624,,261.94,248.84,286.17
#,31624,,137.90,131.01,150.66
,31625,,357.45,339.58,390.52
#,31625,,160.12,152.11,174.93
,31626,,805.52,765.24,880.03
#,31626,,203.79,193.60,222.64
,31627,,1100.01,1045.01,1201.76
#,31627,,99.26,94.30,108.45
,31628,,380.99,361.94,416.23
#,31628,,179.97,170.97,196.62
,31629,,463.88,440.69,506.79
#,31629,,191.59,182.01,209.31
,31630,,206.58,196.25,225.69
,31631,,236.13,224.32,257.97
,31632,,67.12,63.76,73.32
#,31632,,50.98,48.43,55.69
,31633,,82.79,78.65,90.45
#,31633,,64.63,61.40,70.61
,31634,,1536.02,1459.22,1678.10
#,31634,,194.74,185.00,212.75
,31635,,301.66,286.58,329.57
#,31635,,180.64,171.61,197.35
,31636,,223.39,212.22,244.05
,31637,,79.97,75.97,87.37
,31638,,255.41,242.64,279.04
,31640,,256.77,243.93,280.52
,31641,,263.31,250.14,287.66
,31643,,173.21,164.55,189.23
,31645,,280.28,266.27,306.21
#,31645,,150.86,143.32,164.82
,31646,,145.56,138.28,159.02
,31647,,210.65,200.12,230.14
,31648,,202.19,192.08,220.89
,31649,,68.47,65.05,74.81
,31651,,79.63,75.65,87.00
,31652,,1278.86,1214.92,1397.16
#,31652,,227.01,215.66,248.01
,31653,,1330.23,1263.72,1453.28
#,31653,,251.83,239.24,275.13
,31654,,123.48,117.31,134.91
#,31654,,68.35,64.93,74.67
,31660,,203.32,193.15,222.12
,31661,,205.28,195.02,224.27
,31717,,293.81,279.12,320.99
#,31717,,109.26,103.80,119.37
,31720,,50.20,47.69,54.84
,31725,,80.54,76.51,87.99
,31730,,1097.44,1042.57,1198.96
#,31730,,162.24,154.13,177.25
,31750,,1431.28,1359.72,1563.68
,31755,,1817.17,1726.31,1985.26
,31760,,1499.54,1424.56,1638.24
,31766,,1938.42,1841.50,2117.73
,31770,,1450.37,1377.85,1584.53
,31775,,1526.32,1450.00,1667.50
,31780,,1276.21,1212.40,1394.26
,31781,,1532.66,1456.03,1674.43
,31785,,1145.26,1088.00,1251.20
,31786,,1572.93,1494.28,1718.42
,31800,,748.15,710.74,817.35
,31805,,890.69,846.16,973.08
,31820,,469.03,445.58,512.42
#,31820,,353.06,335.41,385.72
,31825,,649.51,617.03,709.58
#,31825,,517.40,491.53,565.26
,31830,,520.99,494.94,569.18
#,31830,,389.22,369.76,425.22
,32035,,796.81,756.97,870.52
,32036,,859.06,816.11,938.53
,32096,,870.16,826.65,950.65
,32097,,871.95,828.35,952.60
,32098,,827.48,786.11,904.03
,32100,,879.79,835.80,961.17
,32110,,1603.38,1523.21,1751.69
,32120,,947.97,900.57,1035.66
,32124,,1001.47,951.40,1094.11
,32140,,1078.34,1024.42,1178.08
,32141,,1660.87,1577.83,1814.50
,32150,,1099.32,1044.35,1201.00
,32151,,1094.48,1039.76,1195.72
,32160,,866.17,822.86,946.29
,32200,,1239.64,1177.66,1354.31
,32215,,873.28,829.62,954.06
,32220,,1736.42,1649.60,1897.04
,32225,,1084.51,1030.28,1184.82
,32310,,999.21,949.25,1091.64
,32320,,1748.22,1660.81,1909.93
,32400,,173.70,165.02,189.77
#,32400,,87.98,83.58,96.12
,32408,,879.42,835.45,960.77
#,32408,,158.02,150.12,172.64
,32440,,1707.78,1622.39,1865.75
,32442,,3337.76,3170.87,3646.50
,32445,,3851.60,3659.02,4207.87
,32480,,1610.80,1530.26,1759.80
,32482,,1720.94,1634.89,1880.12
,32484,,1562.57,1484.44,1707.11
,32486,,2558.05,2430.15,2794.67
,32488,,2609.64,2479.16,2851.03
,32491,,1604.00,1523.80,1752.37
,32501,,266.24,252.93,290.87
,32503,,1958.06,1860.16,2139.18
,32504,,2230.84,2119.30,2437.20
,32505,,1013.40,962.73,1107.14
,32506,,171.32,162.75,187.16
,32507,,171.32,162.75,187.16
,32540,,1877.69,1783.81,2051.38
,32550,,812.19,771.58,887.32
#,32550,,215.17,204.41,235.07
,32551,,166.96,158.61,182.40
,32552,,191.83,182.24,209.58
#,32552,,164.94,156.69,180.19
,32553,,525.01,498.76,573.57
#,32553,,182.13,173.02,198.97
,32554,,241.41,229.34,263.74
#,32554,,92.49,87.87,101.05
,32555,,324.23,308.02,354.22
#,32555,,113.12,107.46,123.58
,32556,,759.37,721.40,829.61
#,32556,,131.42,124.85,143.58
,32557,,682.41,648.29,745.53
#,32557,,154.98,147.23,169.31
,32560,,262.87,249.73,287.19
#,32560,,80.67,76.64,88.14
,32561,,98.41,93.49,107.51
#,32561,,71.18,67.62,77.76
,32562,,87.59,83.21,95.69
#,32562,,63.05,59.90,68.89
,32601,,335.02,318.27,366.01
,32604,,522.60,496.47,570.94
,32606,,503.05,477.90,549.59
,32607,,335.25,318.49,366.26
,32608,,412.21,391.60,450.34
,32609,,275.98,262.18,301.51
,32650,,723.28,687.12,790.19
,32651,,1191.91,1132.31,1302.16
,32652,,1811.51,1720.93,1979.07
,32653,,1150.14,1092.63,1256.52
,32654,,1277.29,1213.43,1395.44
,32655,,1042.28,990.17,1138.70
,32656,,874.14,830.43,954.99
,32658,,778.17,739.26,850.15
,32659,,796.95,757.10,870.67
,32661,,869.93,826.43,950.39
,32662,,972.44,923.82,1062.39
,32663,,1524.53,1448.30,1665.55
,32664,,923.65,877.47,1009.09
,32665,,1343.33,1276.16,1467.58
,32666,,946.25,898.94,1033.78
,32667,,171.32,162.75,187.16
,32668,,171.32,162.75,187.16
,32669,,1462.79,1389.65,1598.10
,32670,,1749.07,1661.62,1910.86
,32671,,1935.96,1839.16,2115.03
,32672,,1651.55,1568.97,1804.32
,32673,,1323.99,1257.79,1446.46
,32674,,234.41,222.69,256.09
,32701,,227.26,215.90,248.29
,32800,,1030.64,979.11,1125.98
,32810,,980.72,931.68,1071.43
,32815,,3060.88,2907.84,3344.02
,32820,,1451.30,1378.74,1585.55
,32851,,3570.26,3391.75,3900.51
,32852,,3840.51,3648.48,4195.75
,32853,,4990.06,4740.56,5451.64
,32854,,5285.69,5021.41,5774.62
,32855,,351.00,333.45,383.47
,32856,,426.17,404.86,465.59
,32900,,1552.46,1474.84,1696.07
,32905,,1455.08,1382.33,1589.68
,32906,,1797.84,1707.95,1964.14
,32940,,1344.82,1277.58,1469.22
,32960,,131.14,124.58,143.27
#,32960,,94.50,89.78,103.25
,32994,,5010.98,4760.43,5474.49
#,32994,,453.64,430.96,495.60
,32997,,346.64,329.31,378.71
,32998,,3196.63,3036.80,3492.32
#,32998,,455.91,433.11,498.08
,33016,,253.40,240.73,276.84
,33017,,265.80,252.51,290.39
,33018,,313.32,297.65,342.30
,33019,,222.10,211.00,242.65
,33020,,898.85,853.91,982.00
,33025,,836.99,795.14,914.41
,33030,,2174.36,2065.64,2375.49
,33031,,2691.53,2556.95,2940.49
,33050,,1094.83,1040.09,1196.10
,33120,,2273.34,2159.67,2483.62
,33130,,1478.87,1404.93,1615.67
,33140,,1687.28,1602.92,1843.36
,33141,,143.90,136.71,157.22
,33202,,838.33,796.41,915.87
,33203,,881.95,837.85,963.53
,33206,,490.82,466.28,536.22
,33207,,517.19,491.33,565.03
,33208,,560.96,532.91,612.85
,33210,,174.87,166.13,191.05
,33211,,181.74,172.65,198.55
,33212,,347.01,329.66,379.11
,33213,,363.02,344.87,396.60
,33214,,517.21,491.35,565.05
,33215,,335.43,318.66,366.46
,33216,,401.03,380.98,438.13
,33217,,397.09,377.24,433.83
,33218,,419.92,398.92,458.76
,33220,,406.41,386.09,444.00
,33221,,386.98,367.63,422.77
,33222,,368.34,349.92,402.41
,33223,,441.41,419.34,482.24
,33224,,556.57,528.74,608.05
,33225,,504.19,478.98,550.83
,33226,,529.87,503.38,578.89
,33227,,365.81,347.52,399.65
,33228,,381.59,362.51,416.89
,33229,,403.44,383.27,440.76
,33230,,413.18,392.52,451.40
,33231,,430.54,409.01,470.36
,33233,,250.46,237.94,273.63
,33234,,522.62,496.49,570.96
,33235,,687.92,653.52,751.55
,33236,,846.93,804.58,925.27
,33237,,908.55,863.12,992.59
,33238,,1026.78,975.44,1121.76
,33240,,395.50,375.73,432.09
,33241,,230.35,218.83,251.65
,33243,,1493.78,1419.09,1631.95
,33244,,935.19,888.43,1021.69
,33249,,987.73,938.34,1079.09
,33250,,1575.14,1496.38,1720.84
,33251,,1775.38,1686.61,1939.60
,33254,,1476.13,1402.32,1612.67
,33255,,1757.91,1670.01,1920.51
,33256,,2086.44,1982.12,2279.44
,33257,,631.39,599.82,689.79
,33258,,702.03,666.93,766.97
,33259,,915.21,869.45,999.87
,33261,,1743.86,1656.67,1905.17
,33262,,402.34,382.22,439.55
,33263,,417.68,396.80,456.32
,33264,,435.37,413.60,475.64
,33265,,1479.15,1405.19,1615.97
,33266,,2003.51,1903.33,2188.83
,33267,,1131.28,1074.72,1235.93
,33268,,141.96,134.86,155.09
,33269,,892.84,848.20,975.43
,33270,,607.35,576.98,663.53
,33271,,489.30,464.84,534.57
,33272,,374.17,355.46,408.78
,33273,,432.10,410.50,472.08
,33274,,518.54,492.61,566.50
,33275,,544.08,516.88,594.41
,33285,,4393.68,4174.00,4800.10
#,33285,,95.52,90.74,104.35
,33286,,140.67,133.64,153.69
#,33286,,93.94,89.24,102.63
,33289,,360.05,342.05,393.36
,33300,,2650.58,2518.05,2895.76
,33305,,4445.92,4223.62,4857.16
,33310,,1265.68,1202.40,1382.76
,33315,,2086.44,1982.12,2279.44
,33320,,1166.30,1107.99,1274.19
,33321,,1285.36,1221.09,1404.25
,33322,,1503.32,1428.15,1642.37
,33330,,1541.40,1464.33,1683.98
,33335,,2023.53,1922.35,2210.70
,33340,,847.07,804.72,925.43
,33361,,1310.25,1244.74,1431.45
,33362,,1430.21,1358.70,1562.51
,33363,,1480.77,1406.73,1617.74
,33364,,1482.06,1407.96,1619.15
,33365,,1545.07,1467.82,1687.99
,33366,,1705.54,1620.26,1863.30
,33367,,663.83,630.64,725.24
,33368,,803.78,763.59,878.13
,33369,,1061.21,1008.15,1159.37
,33370,,145.32,138.05,158.76
,33390,,2093.33,1988.66,2286.96
,33391,,2479.81,2355.82,2709.19
,33404,,1892.19,1797.58,2067.22
,33405,,2468.71,2345.27,2697.06
,33406,,3145.27,2988.01,3436.21
,33410,,2765.26,2627.00,3021.05
,33411,,3644.14,3461.93,3981.22
,33412,,3410.32,3239.80,3725.77
,33413,,3490.67,3316.14,3813.56
,33414,,2344.16,2226.95,2560.99
,33415,,2204.38,2094.16,2408.28
,33416,,2200.67,2090.64,2404.24
,33417,,1819.36,1728.39,1987.65
,33418,,1939.56,1842.58,2118.97
,33419,,457.75,434.86,500.09
,33420,,1570.17,1491.66,1715.41
,33422,,1801.12,1711.06,1967.72
,33425,,2969.51,2821.03,3244.18
,33426,,2589.16,2459.70,2828.66
,33427,,2643.62,2511.44,2888.16
,33430,,3044.82,2892.58,3326.47
,33440,,3689.20,3504.74,4030.45
,33460,,2599.74,2469.75,2840.21
,33463,,3318.34,3152.42,3625.28
,33464,,2644.14,2511.93,2888.72
,33465,,2993.15,2843.49,3270.01
,33468,,2676.62,2542.79,2924.21
,33471,,1444.87,1372.63,1578.52
,33474,,2379.37,2260.40,2599.46
,33475,,2518.17,2392.26,2751.10
,33476,,1661.59,1578.51,1815.29
,33477,,1463.29,1390.13,1598.65
,33478,,1716.89,1631.05,1875.71
,33496,,1802.05,1711.95,1968.74
,33500,,1690.49,1605.97,1846.87
,33501,,1206.28,1145.97,1317.87
,33502,,1392.76,1323.12,1521.59
,33503,,1446.93,1374.58,1580.77
,33504,,1598.72,1518.78,1746.60
,33505,,2251.67,2139.09,2459.95
,33506,,2240.67,2128.64,2447.94
,33507,,1879.15,1785.19,2052.97
,33508,,17.49,16.62,19.11
,33509,,188.92,179.47,206.39
,33510,,2102.31,1997.19,2296.77
,33511,,2307.30,2191.94,2520.73
,33512,,2632.36,2500.74,2875.85
,33513,,2695.34,2560.57,2944.66
,33514,,2826.66,2685.33,3088.13
,33516,,2925.37,2779.10,3195.97
,33517,,203.26,193.10,222.07
,33518,,448.61,426.18,490.11
,33519,,592.62,562.99,647.44
,33521,,709.88,674.39,775.55
,33522,,798.03,758.13,871.85
,33523,,897.79,852.90,980.84
,33530,,571.97,543.37,624.88
,33533,,2035.95,1934.15,2224.27
,33534,,2390.02,2270.52,2611.10
,33535,,2658.06,2525.16,2903.93
,33536,,2860.88,2717.84,3125.52
,33542,,2854.04,2711.34,3118.04
,33545,,3323.04,3156.89,3630.42
,33548,,3194.70,3034.97,3490.22
,33572,,252.13,239.52,275.45
,33600,,1874.67,1780.94,2048.08
,33602,,1819.70,1728.72,1988.03
,33606,,1940.05,1843.05,2119.51
,33608,,1963.60,1865.42,2145.23
,33610,,1937.30,1840.44,2116.51
,33611,,2128.48,2022.06,2325.37
,33612,,2185.36,2076.09,2387.50
,33615,,2179.03,2070.08,2380.59
,33617,,2361.76,2243.67,2580.22
,33619,,2994.43,2844.71,3271.42
,33620,,1799.35,1709.38,1965.79
,33621,,1012.26,961.65,1105.90
,33622,,3746.00,3558.70,4092.51
,33641,,1787.30,1697.94,1952.63
,33645,,1889.42,1794.95,2064.19
,33647,,1982.67,1883.54,2166.07
,33660,,1915.28,1819.52,2092.45
,33665,,2087.17,1982.81,2280.23
,33670,,2153.00,2045.35,2352.15
,33675,,2150.26,2042.75,2349.16
,33676,,2208.84,2098.40,2413.16
,33677,,2293.03,2178.38,2505.14
,33681,,2010.52,1909.99,2196.49
,33684,,2060.88,1957.84,2251.52
,33688,,2055.76,1952.97,2245.92
,33690,,1309.68,1244.20,1430.83
,33692,,2134.65,2027.92,2332.11
,33694,,2128.48,2022.06,2325.37
,33697,,2242.58,2130.45,2450.02
,33702,,1687.97,1603.57,1844.11
,33710,,2239.54,2127.56,2446.69
,33720,,1688.65,1604.22,1844.85
,33724,,1676.81,1592.97,1831.92
,33726,,2216.51,2105.68,2421.53
,33730,,2189.11,2079.65,2391.60
,33732,,1798.04,1708.14,1964.36
,33735,,1413.52,1342.84,1544.27
,33736,,1534.62,1457.89,1676.57
,33737,,1415.98,1345.18,1546.96
,33741,,814.17,773.46,889.48
,33745,,1162.23,1104.12,1269.74
,33746,,464.17,440.96,507.10
,33750,,1377.78,1308.89,1505.22
,33755,,1436.43,1364.61,1569.30
,33762,,1399.11,1329.15,1528.52
,33764,,1436.43,1364.61,1569.30
,33766,,1454.98,1382.23,1589.56
,33767,,1552.61,1474.98,1696.23
,33768,,455.28,432.52,497.40
,33770,,2310.42,2194.90,2524.14
,33771,,2378.64,2259.71,2598.67
,33774,,1963.77,1865.58,2145.42
,33775,,2023.68,1922.50,2210.88
,33776,,2137.78,2030.89,2335.52
,33777,,2064.26,1961.05,2255.21
,33778,,2565.27,2437.01,2802.56
,33779,,2537.90,2411.01,2772.66
,33780,,2585.13,2455.87,2824.25
,33781,,2525.13,2398.87,2758.70
,33782,,3522.99,3346.84,3848.87
,33783,,3807.96,3617.56,4160.19
,33786,,2486.48,2362.16,2716.48
,33788,,1672.91,1589.26,1827.65
,33800,,1074.90,1021.16,1174.33
,33802,,1182.35,1123.23,1291.71
,33803,,1256.43,1193.61,1372.65
,33813,,1353.23,1285.57,1478.41
,33814,,1662.60,1579.47,1816.39
,33820,,1054.95,1002.20,1152.53
,33822,,1112.50,1056.88,1215.41
,33824,,1288.22,1223.81,1407.38
,33840,,1352.21,1284.60,1477.29
,33845,,1455.16,1382.40,1589.76
,33851,,1388.44,1319.02,1516.87
,33852,,1527.03,1450.68,1668.28
,33853,,1999.49,1899.52,2184.45
,33858,,3693.94,3509.24,4035.63
,33859,,2649.95,2517.45,2895.07
,33863,,3421.92,3250.82,3738.44
,33864,,3499.11,3324.15,3822.77
,33866,,1004.43,954.21,1097.34
,33871,,3542.66,3365.53,3870.36
,33875,,2982.13,2833.02,3257.97
,33877,,3935.62,3738.84,4299.67
,33880,,1952.04,1854.44,2132.61
,33881,,1671.44,1587.87,1826.05
,33883,,1208.79,1148.35,1320.60
,33884,,433.86,412.17,474.00
,33886,,1047.98,995.58,1144.92
,33889,,870.19,826.68,950.68
,33891,,1058.10,1005.20,1155.98
,33894,,1062.27,1009.16,1160.53
,33895,,844.51,802.28,922.62
,33897,,628.45,597.03,686.58
,33900,,628.81,597.37,686.98
,33901,,826.23,784.92,902.66
,33902,,798.71,758.77,872.59
,33903,,941.08,894.03,1028.13
,33904,,316.10,300.30,345.35
,33910,,2871.68,2728.10,3137.32
,33915,,1490.72,1416.18,1628.61
,33916,,4545.22,4317.96,4965.65
,33917,,1590.26,1510.75,1737.36
,33920,,1976.51,1877.68,2159.33
,33922,,1515.18,1439.42,1655.33
,33924,,312.17,296.56,341.04
,33925,,1873.96,1780.26,2047.30
,33926,,2637.01,2505.16,2880.93
,33927,,2787.56,2648.18,3045.41
,33928,,2359.44,2241.47,2577.69
,33929,,2130.60,2024.07,2327.68
,33933,,494.51,469.78,540.25
,33935,,5340.50,5073.48,5834.50
,33944,,347.03,329.68,379.13
,33945,,5290.78,5026.24,5780.18
,33946,,334.34,317.62,365.26
,33947,,370.23,351.72,404.48
,33948,,253.40,240.73,276.84
,33949,,245.39,233.12,268.09
,33951,,459.87,436.88,502.41
,33952,,462.86,439.72,505.68
,33953,,512.46,486.84,559.87
,33954,,516.85,491.01,564.66
,33955,,896.63,851.80,979.57
,33956,,910.73,865.19,994.97
,33957,,199.62,189.64,218.09
,33958,,199.62,189.64,218.09
,33959,,252.78,240.14,276.16
,33962,,252.78,240.14,276.16
,33963,,506.03,480.73,552.84
,33964,,534.47,507.75,583.91
,33965,,199.62,189.64,218.09
,33966,,255.12,242.36,278.71
,33967,,278.80,264.86,304.59
,33968,,36.67,34.84,40.07
,33969,,295.44,280.67,322.77
,33970,,384.34,365.12,419.89
,33971,,765.98,727.68,836.83
,33973,,544.99,517.74,595.40
,33974,,963.04,914.89,1052.12
,33975,,1410.43,1339.91,1540.90
,33976,,1717.37,1631.50,1876.23
,33977,,1217.17,1156.31,1329.76
,33978,,1440.43,1368.41,1573.67
,33979,,2117.20,2011.34,2313.04
,33980,,1936.22,1839.41,2115.32
,33981,,899.93,854.93,983.17
,33982,,2114.63,2008.90,2310.24
,33983,,2521.12,2395.06,2754.32
,33984,,309.57,294.09,338.20
,33985,,557.04,529.19,608.57
,33986,,570.00,541.50,622.73
,33987,,225.38,214.11,246.23
,33988,,841.22,799.16,919.03
,33989,,534.47,507.75,583.91
,33990,,390.84,371.30,427.00
,33991,,494.43,469.71,540.17
,33992,,202.99,192.84,221.77
,33993,,178.81,169.87,195.35
,33995,,381.77,362.68,417.08
,33997,,171.28,162.72,187.13
,34001,,1002.22,952.11,1094.93
,34051,,1074.07,1020.37,1173.43
,34101,,651.79,619.20,712.08
,34111,,653.35,620.68,713.78
,34151,,1520.13,1444.12,1660.74
,34201,,1116.26,1060.45,1219.52
,34203,,1034.93,983.18,1130.66
,34401,,1604.59,1524.36,1753.01
,34421,,760.47,722.45,830.82
,34451,,1574.33,1495.61,1719.95
,34471,,1182.60,1123.47,1291.99
,34490,,706.71,671.37,772.08
,34501,,976.47,927.65,1066.80
,34502,,1662.54,1579.41,1816.32
,34510,,1118.57,1062.64,1222.04
,34520,,1084.67,1030.44,1185.01
,34530,,1029.92,978.42,1125.18
,34701,,1346.12,1278.81,1470.63
,34702,,2014.84,1914.10,2201.22
,34703,,1500.61,1425.58,1639.42
,34704,,2499.61,2374.63,2730.82
,34705,,1663.62,1580.44,1817.51
,34706,,2486.79,2362.45,2716.82
,34707,,1269.36,1205.89,1386.77
,34708,,1993.43,1893.76,2177.82
,34709,,352.80,335.16,385.43
,34710,,864.27,821.06,944.22
,34711,,321.55,305.47,351.29
,34712,,712.01,676.41,777.87
,34713,,134.92,128.17,147.40
,34714,,293.80,279.11,320.98
,34715,,328.07,311.67,358.42
,34716,,405.05,384.80,442.52
,34717,,483.66,459.48,528.40
,34718,,1345.70,1278.42,1470.18
,34808,,221.63,210.55,242.13
,34812,,225.00,213.75,245.81
,34813,,258.10,245.20,281.98
,34820,,369.83,351.34,404.04
,34830,,1933.19,1836.53,2112.01
,34831,,2110.45,2004.93,2305.67
,34832,,2078.18,1974.27,2270.41
,34833,,431.03,409.48,470.90
,34834,,142.39,135.27,155.56
,34841,,1377.78,1308.89,1505.22
,34842,,1527.82,1451.43,1669.14
,34843,,1681.21,1597.15,1836.72
,34844,,1833.38,1741.71,2002.97
,34845,,2558.19,2430.28,2794.82
,34846,,2814.01,2673.31,3074.31
,34847,,3069.83,2916.34,3353.79
,34848,,3325.65,3159.37,3633.28
,35001,,1227.41,1166.04,1340.95
,35002,,1246.36,1184.04,1361.65
,35005,,1090.75,1036.21,1191.64
,35011,,1103.37,1048.20,1205.43
,35013,,1384.82,1315.58,1512.92
,35021,,1364.12,1295.91,1490.30
,35022,,1560.72,1482.68,1705.08
,35045,,1058.69,1005.76,1156.62
,35081,,1892.24,1797.63,2067.27
,35082,,2365.68,2247.40,2584.51
,35091,,1950.58,1853.05,2131.01
,35092,,2828.82,2687.38,3090.49
,35102,,2052.71,1950.07,2242.58
,35103,,2432.20,2310.59,2657.18
,35111,,1457.80,1384.91,1592.65
,35112,,1792.14,1702.53,1957.91
,35121,,1733.11,1646.45,1893.42
,35122,,2072.53,1968.90,2264.24
,35131,,1506.35,1431.03,1645.68
,35132,,1792.14,1702.53,1957.91
,35141,,1194.83,1135.09,1305.35
,35142,,1442.06,1369.96,1575.45
,35151,,1354.43,1286.71,1479.72
,35152,,1532.19,1455.58,1673.92
,35180,,859.11,816.15,938.57
,35182,,1953.89,1856.20,2134.63
,35184,,1056.84,1004.00,1154.60
,35188,,1474.43,1400.71,1610.82
,35189,,1654.04,1571.34,1807.04
,35190,,831.65,790.07,908.58
,35201,,1018.46,967.54,1112.67
,35206,,853.68,811.00,932.65
,35207,,812.80,772.16,887.98
,35211,,1508.84,1433.40,1648.41
,35216,,2278.88,2164.94,2489.68
,35221,,1612.53,1531.90,1761.69
,35226,,907.23,861.87,991.15
,35231,,1340.02,1273.02,1463.97
,35236,,1083.42,1029.25,1183.64
,35241,,1554.85,1477.11,1698.68
,35246,,1692.83,1608.19,1849.42
,35251,,1915.11,1819.35,2092.25
,35256,,1113.02,1057.37,1215.98
,35261,,1072.69,1019.06,1171.92
,35266,,938.94,891.99,1025.79
,35271,,1506.51,1431.18,1645.86
,35276,,1578.48,1499.56,1724.49
,35281,,1771.38,1682.81,1935.23
,35286,,1013.91,963.21,1107.69
,35301,,1235.11,1173.35,1349.35
,35302,,1222.69,1161.56,1335.79
,35303,,1352.03,1284.43,1477.09
,35304,,1390.76,1321.22,1519.40
,35305,,1337.22,1270.36,1460.91
,35306,,490.43,465.91,535.80
,35311,,1686.15,1601.84,1842.12
,35321,,977.14,928.28,1067.52
,35331,,1595.51,1515.73,1743.09
,35341,,1509.75,1434.26,1649.40
,35351,,1402.62,1332.49,1532.36
,35355,,1124.49,1068.27,1228.51
,35361,,1669.06,1585.61,1823.45
,35363,,1779.38,1690.41,1943.97
,35371,,889.56,845.08,971.84
,35372,,1066.15,1012.84,1164.77
,35390,,173.40,164.73,189.44
,35400,,161.57,153.49,176.51
,35500,,347.97,330.57,380.16
,35501,,1599.79,1519.80,1747.77
,35506,,1396.44,1326.62,1525.61
,35508,,1455.13,1382.37,1589.73
,35509,,1546.82,1469.48,1689.90
,35510,,1347.76,1280.37,1472.43
,35511,,1227.53,1166.15,1341.07
,35512,,1320.21,1254.20,1442.33
,35515,,1455.13,1382.37,1589.73
,35516,,1337.15,1270.29,1460.83
,35518,,1252.26,1189.65,1368.10
,35521,,1345.41,1278.14,1469.86
,35522,,1281.48,1217.41,1400.02
,35523,,1382.23,1313.12,1510.09
,35525,,1238.88,1176.94,1353.48
,35526,,1874.00,1780.30,2047.35
,35531,,2138.94,2031.99,2336.79
,35533,,1652.01,1569.41,1804.82
,35535,,2086.87,1982.53,2279.91
,35536,,1853.92,1761.22,2025.40
,35537,,2285.05,2170.80,2496.42
,35538,,2561.57,2433.49,2798.51
,35539,,2403.28,2283.12,2625.59
,35540,,2679.95,2545.95,2927.84
,35556,,1522.27,1446.16,1663.08
,35558,,1345.80,1278.51,1470.29
,35560,,1868.59,1775.16,2041.43
,35563,,1450.43,1377.91,1584.60
,35565,,1430.06,1358.56,1562.34
,35566,,1817.58,1726.70,1985.71
,35570,,1613.92,1533.22,1763.20
,35571,,1447.28,1374.92,1581.16
,35572,,374.66,355.93,409.32
,35583,,1578.08,1499.18,1724.06
,35585,,1824.76,1733.52,1993.55
,35587,,1490.11,1415.60,1627.94
,35600,,202.24,192.13,220.95
,35601,,1534.20,1457.49,1676.11
,35606,,1281.05,1217.00,1399.55
,35612,,1144.98,1087.73,1250.89
,35616,,1207.54,1147.16,1319.23
,35621,,1199.37,1139.40,1310.31
,35623,,1440.95,1368.90,1574.24
,35626,,1730.57,1644.04,1890.65
,35631,,2021.00,1919.95,2207.94
,35632,,1980.05,1881.05,2163.21
,35633,,2172.00,2063.40,2372.91
,35634,,1938.15,1841.24,2117.43
,35636,,1749.23,1661.77,1911.04
,35637,,1818.00,1727.10,1986.17
,35638,,1897.21,1802.35,2072.70
,35642,,1081.09,1027.04,1181.10
,35645,,1037.52,985.64,1133.49
,35646,,1863.89,1770.70,2036.31
,35647,,1694.72,1609.98,1851.48
